Metric,overall,male_priv,male_priv_correct,male_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Jitter,0.04411636577708008,0.04063706563706563,0.03472343812176683,0.10016021361815733,0.04871401239067058,0.038617179869428434,0.1273109243697479,0.03888038709528055,0.0366372926955343,0.06840095074174245,0.0732363355436811,0.034533245556287104,0.1797270861007119,0.040075451590557844,0.03577927912159726,0.08534054585689684,0.09101546072974638,0.04492806958849112,0.2217750355956343,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
Label_Stability,0.9499326923076924,0.9544932432432431,0.9631754874651812,0.8671028037383177,0.9439062500000001,0.9576322418136021,0.8370588235294117,0.9581168462847419,0.9615746109246261,0.9126104417670683,0.9044164037854892,0.9555268817204301,0.7637869822485208,0.9559060052219323,0.9621726700971985,0.8898795180722893,0.8806060606060607,0.9414754098360656,0.7079069767441861,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
TPR,0.9949034334763949,0.9948837209302326,1.0,0.0,0.9949302915082383,1.0,0.0,0.9941771376034324,1.0,0.0,1.0,1.0,,0.9945464982778416,1.0,0.0,1.0,1.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
TNR,0.0763888888888889,0.06880733944954129,1.0,0.0,0.08411214953271028,1.0,0.0,0.12547528517110265,1.0,0.0,0.0,,0.0,0.0953757225433526,1.0,0.0,0.0,,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
PPV,0.9028724440116845,0.9133219470538002,1.0,0.0,0.8890147225368064,1.0,0.0,0.9337938975244675,1.0,0.0,0.7334384858044164,1.0,0.0,0.91715193223928,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
FNR,0.00509656652360515,0.0051162790697674414,0.0,1.0,0.005069708491761723,0.0,1.0,0.0058228623965675755,0.0,1.0,0.0,0.0,,0.0054535017221584384,0.0,1.0,0.0,0.0,,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
FPR,0.9236111111111112,0.9311926605504587,0.0,1.0,0.9158878504672897,0.0,1.0,0.8745247148288974,0.0,1.0,1.0,,1.0,0.9046242774566474,0.0,1.0,1.0,,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
Accuracy,0.8995192307692308,0.9096283783783784,1.0,0.0,0.8861607142857143,1.0,0.0,0.9293817356778219,1.0,0.0,0.7334384858044164,1.0,0.0,0.9133159268929504,1.0,0.0,0.7393939393939394,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
F1,0.9466564573762124,0.9523597506678539,1.0,0.0,0.9389952153110048,1.0,0.0,0.9630399287516699,1.0,0.0,0.8462238398544131,1.0,0.0,0.9542825667860093,1.0,0.0,0.8501742160278746,1.0,0.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
Selection-Rate,0.9875,0.9890202702702703,0.9930362116991643,0.9485981308411215,0.9854910714285714,0.9886649874055415,0.9607843137254902,0.9852524106636416,0.9899298138541349,0.9236947791164659,1.0,1.0,1.0,0.9864229765013055,0.9905660377358491,0.9427710843373494,1.0,1.0,1.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
Sample_Size,4160.0,2368.0,2154.0,214.0,1792.0,1588.0,204.0,3526.0,3277.0,249.0,634.0,465.0,169.0,3830.0,3498.0,332.0,330.0,244.0,86.0,LogisticRegression,"{'C': 100, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.28929345
