Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Name,Model_Params,Virny_Random_State,Runtime_in_Mins
Std,0.022001522231657432,0.02202236209638192,0.02199631843111676,0.022079539514525234,0.02195121202120997,0.02218723058537651,0.021817215450419248,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Mean_Prediction,0.51987527529406,0.5667976457966112,0.508158565026559,0.5853888389798944,0.47762821086113855,0.5734379386288904,0.4667168584749639,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
IQR,0.027530551760038283,0.026885306150093848,0.02769167226145636,0.02712688294929466,0.027790861553882305,0.027419161561839045,0.02764110127749639,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Overall_Uncertainty,0.9113463914637511,0.9197978513777793,0.9092360269171713,0.9163233844447729,0.9081369287002884,0.918766773125671,0.9039820126822984,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Statistical_Bias,0.4349363283173577,0.4344937955506501,0.43504683058218047,0.43433306791288717,0.4353253467090255,0.4333038826946261,0.43655645359576667,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Aleatoric_Uncertainty,0.9086231626304789,0.917298554899211,0.9064568812473993,0.9138828188161628,0.9052314217256925,0.9162462105769467,0.9010576471213435,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Epistemic_Uncertainty,0.00272322883327214,0.0024992964785682803,0.0027791456697719985,0.0024405656286100585,0.002905506974595906,0.0025205625487243477,0.002924365560954878,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Jitter,0.04155303030303035,0.05982783634780927,0.036989735539186115,0.03993295869072265,0.04259774938012583,0.04558857763637791,0.037547939930689306,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Label_Stability,0.9435984848484847,0.9143127962085309,0.9509112426035503,0.9457004830917874,0.9422429906542056,0.9371102661596958,0.9500377358490566,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
TPR,0.6263269639065817,0.48,0.6540404040404041,0.4421768707482993,0.7098765432098766,0.48404255319148937,0.7208480565371025,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
TNR,0.7316239316239316,0.8088235294117647,0.7082405345211581,0.8164794007490637,0.660377358490566,0.8106508875739645,0.6234817813765182,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
PPV,0.6526548672566371,0.5806451612903226,0.6641025641025641,0.5701754385964912,0.6804733727810651,0.5870967741935483,0.6868686868686869,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
FNR,0.37367303609341823,0.52,0.34595959595959597,0.5578231292517006,0.29012345679012347,0.5159574468085106,0.2791519434628975,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
FPR,0.26837606837606837,0.19117647058823528,0.29175946547884185,0.18352059925093633,0.33962264150943394,0.1893491124260355,0.3765182186234818,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Accuracy,0.6846590909090909,0.6919431279620853,0.6828402366863905,0.6835748792270532,0.6853582554517134,0.6939163498098859,0.6754716981132075,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
F1,0.6392199349945829,0.5255474452554745,0.6590330788804071,0.49808429118773945,0.6948640483383686,0.5306122448979592,0.7034482758620689,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Selection-Rate,0.42803030303030304,0.2938388625592417,0.46153846153846156,0.2753623188405797,0.5264797507788161,0.2946768060836502,0.560377358490566,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
Sample_Size,1056.0,211.0,845.0,414.0,642.0,526.0,530.0,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",42,0.07433531666666666
